Rocket launchedPollingTask Timing | elapsed=0 ms dt=0 ms rate=0 Hz
BARO07(ID=0) Timestamp=10682 Pressure=88314 Temp=22.24
BARO11(ID=1) Timestamp=10682 Pressure=88358 Temp=22.86
GPS Timestamp=10718 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=10719 Accel=[-11,-24,1025] Gyro=[43,27,50] Temp=24
IMU32G(ID=1) Timestamp=10719 Accel=[61,-42,1013] Gyro=[-28,0,5] Temp=26
BARO07(ID=0) Timestamp=10719 Pressure=88301 Temp=22.27
BARO11(ID=1) Timestamp=10719 Pressure=88364 Temp=22.85
MAG Timestamp=10719 Mag=[0,0,0]
GPS Timestamp=10719 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=10720 Accel=[-14,-24,1026] Gyro=[78,27,-2] Temp=24
IMU32G(ID=1) Timestamp=10720 Accel=[58,-42,1015] Gyro=[16,35,14] Temp=26
BARO07(ID=0) Timestamp=10720 Pressure=88293 Temp=22.27
BARO11(ID=1) Timestamp=10720 Pressure=88358 Temp=22.85
MAG Timestamp=10720 Mag=[0,0,0]
GPS Timestamp=10720 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E5.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=10757 Accel=[-9,-23,1024] Gyro=[-36,9,-2] Temp=24
IMU32G(ID=1) Timestamp=10757 Accel=[62,-41,1013] Gyro=[-133,-96,14] Temp=26
BARO07(ID=0) Timestamp=10757 Pressure=88301 Temp=22.24
BARO11(ID=1) Timestamp=10757 Pressure=88368 Temp=22.86
MAG Timestamp=10757 Mag=[0,0,0]
GPS Timestamp=10757 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=10757 Accel=[-9,-23,1025] Gyro=[-62,-34,59] Temp=24
IMU32G(ID=1) Timestamp=10757 Accel=[56,-40,1015] Gyro=[-36,62,-4] Temp=26
BARO07(ID=0) Timestamp=10757 Pressure=88300 Temp=22.24
BARO11(ID=1) Timestamp=10758 Pressure=88366 Temp=22.84
MAG Timestamp=10758 Mag=[0,0,0]
GPS Timestamp=10758 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=10775 Accel=[-9,-23,1024] Gyro=[8,44,42] Temp=24
BARO07(ID=0) Timestamp=10811 Pressure=88282 Temp=22.28
BARO11(ID=1) Timestamp=10811 Pressure=88361 Temp=22.85
MAG Timestamp=10811 Mag=[0,0,0]
GPS Timestamp=10811 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=10812 Accel=[-11,-24,1025] Gyro=[69,1,-2] Temp=25
IMU32G(ID=1) Timestamp=10812 Accel=[58,-41,1017] Gyro=[-1,44,22] Temp=26
BARO07(ID=0) Timestamp=10812 Pressure=88304 Temp=22.26
BARO11(ID=1) Timestamp=10812 Pressure=88366 Temp=22.86
MAG Timestamp=10812 Mag=[0,0,0]
GPS Timestamp=10813 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=10813 Accel=[-10,-23,1022] Gyro=[87,44,50] Temp=24
IMU32G(ID=1) Timestamp=10813 Accel=[59,-42,1015] Gyro=[86,44,-13] Temp=26
BARO07(ID=0) Timestamp=10813 Pressure=88318 Temp=22.24
BARO11(ID=1) Timestamp=10813 Pressure=88355 Temp=22.86
MAG Timestamp=10813 Mag=[0,0,0]
GPS Timestamp=10813 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59
9,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=10850 Accel=[-8,-21,1026] Gyro=[-27,36,77] Temp=24
IMU32G(ID=1) Timestamp=10850 Accel=[56,-42,1017] Gyro=[42,0,-4] Temp=26
BARO07(ID=0) Timestamp=10850 Pressure=88288 Temp=22.24
BARO11(ID=1) Timestamp=10850 Pressure=88357 Temp=22.86
MAG Timestamp=10851 Mag=[0,0,0]
GPS Timestamp=10851 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=10855 Accel=[-9,-25,1026] Gyro=[52,44,-28] Temp=25
IMU32G(ID=1) Timestamp=10855 Accel=[59,-39,1014] Gyro=[-19,-17,-4] Temp=26
BARO07(ID=0) Timestamp=10855 Pressure=88291 Temp=22.26
BARO11(ID=1) Timestamp=10855 Pressure=88370 Temp=22.86
MAG Timestamp=10855 Mag=[0,0,0]
GPS Timestamp=10855 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,54,,*59

IMU16G(ID=0) Timestamp=10891 Accel=[-11,-25,1026] Gyro=[34,27,-72] Temp=24
IMU32G(ID=1) Timestamp=10891 Accel=[61,-44,1015] Gyro=[16,62,31] Temp=26
BARO07(ID=0) Timestamp=10891 Pressure=88300 Temp=22.26
BARO11(ID=1) Timestamp=10891 Pressure=88363 Temp=22.86
MAG Timestamp=10891 Mag=[0,0,0]
GPS Timestamp=10891 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=10905 Accel=[-10,-26,1026] Gyro=[-62,1,-28] Temp=24
IMU32G(ID=1) Timestamp=10905 Accel=[58,-41,1013] Gyro=[69,18,31] Temp=26
BARO07(ID=0) Timestamp=10905 Pressure=88309 Temp=22.24
BARO11(ID=1) Timestamp=10905 Pressure=88369 Temp=22.84
MAG Timestamp=10905 Mag=[0,0,0]
GPS Timestamp=10906 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=10922 Accel=[-9,-21,1028] Gyro=[-1,-52,15] Temp=24
IMU32G(ID=1) Timestamp=10922 Accel=[55,-42,1012] Gyro=[7,27,93] Temp=26
BARO11(ID=1) Timestamp=10958 Pressure=88357 Temp=22.84
MAG Timestamp=10958 Mag=[0,0,0]
GPS Timestamp=10958 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=10959 Accel=[-13,-22,1025] Gyro=[17,36,50] Temp=25
IMU32G(ID=1) Timestamp=10959 Accel=[59,-41,1015] Gyro=[16,35,-21] Temp=26
BARO07(ID=0) Timestamp=10959 Pressure=88340 Temp=22.29
BARO11(ID=1) Timestamp=10959 Pressure=88374 Temp=22.88
MAG Timestamp=10959 Mag=[0,0,0]
GPS Timestamp=10959 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=10960 Accel=[-12,-24,1025] Gyro=[87,-34,24] Temp=24
IMU32G(ID=1) Timestamp=10960 Accel=[60,-42,1016] Gyro=[-1,27,14] Temp=26
BARO07(ID=0) Timestamp=10960 Pressure=88284 Temp=22.27
BARO11(ID=1) Timestamp=10960 Pressure=88356 Temp=22.85
MAG Timestamp=10960 Mag=[0,0,0]
GPS Timestamp=10960 Chunks=6 Sentence=$GNGGA,12351,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=10996 Accel=[-7,-19,1025] Gyro=[-27,27,-46] Temp=24
IMU32G(ID=1) Timestamp=10996 Accel=[52,-41,1016] Gyro=[-63,-52,-30] Temp=26
BARO07(ID=0) Timestamp=10996 Pressure=88283 Temp=22.27
BARO11(ID=1) Timestamp=10996 Pressure=88360 Temp=22.83
MAG Timestamp=10997 Mag=[0,0,0]
GPS Timestamp=10997 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11001 Accel=[-9,-24,1025] Gyro=[-36,36,-11] Temp=24
IMU32G(ID=1) Timestamp=11002 Accel=[58,-41,1014] Gyro=[-106,-87,-65] Temp=26
BARO07(ID=0) Timestamp=11002 Pressure=88296 Temp=22.26
BARO11(ID=1) Timestamp=11002 Pressure=88365 Temp=22.84
MAG Timestamp=11002 Mag=[0,0,0]
IMU16G(ID=0) Timestamp=11058 Accel=[-13,-25,1027] Gyro=[17,44,33] Temp=24
IMU32G(ID=1) Timestamp=11058 Accel=[60,-41,1016] Gyro=[51,18,-56] Temp=26
BARO07(ID=0) Timestamp=11058 Pressure=88313 Temp=22.24
BARO11(ID=1) Timestamp=11058 Pressure=88340 Temp=22.83
MAG Timestamp=11059 Mag=[0,0,0]
GPS Timestamp=11059 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11059 Accel=[-11,-22,1025] Gyro=[8,18,-37] Temp=24
IMU32G(ID=1) Timestamp=11059 Accel=[55,-43,1014] Gyro=[-10,-61,-65] Temp=26
BARO07(ID=0) Timestamp=11059 Pressure=88294 Temp=22.25
BARO11(ID=1) Timestamp=11059 Pressure=88341 Temp=22.85
GPS Timestamp=11059 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11076 Accel=[-8,-24,1024] Gyro=[52,88,-2] Temp=24
IMU32G(ID=1) Timestamp=11076 Accel=[61,-43,1016] Gyro=[69,0,-21] Temp=26
BARO07(ID=0) Timestamp=11076 Pressure=88303 Temp=22.28
BARO11(ID=1) Timestamp=11076 Pressure=88357 Temp=22.86
GPS Timestamp=11112 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11113 Accel=[-10,-23,1026] Gyro=[-45,-26,-55] Temp=24
IMU32G(ID=1) Timestamp=11113 Accel=[57,-40,1016] Gyro=[-10,0,-39] Temp=26
BARO07(ID=0) Timestamp=11113 Pressure=88302 Temp=22.25
BARO11(ID=1) Timestamp=11113 Pressure=88356 Temp=22.85
MAG Timestamp=11113 Mag=[0,0,0]
GPS Timestamp=11113 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11114 Accel=[-14,-22,1025] Gyro=[-36,18,-11] Temp=24
IMU32G(ID=1) Timestamp=11114 Accel=[55,-42,1015] Gyro=[69,35,-21] Temp=26
BARO07(ID=0) Timestamp=11114 Pressure=88312 Temp=22.26
BARO11(ID=1) Timestamp=11114 Pressure=88359 Temp=22.84
MAG Timestamp=11114 Mag=[0,0,0]
GPS Timestamp=11114 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E5.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11151 Accel=[-10,-23,1023] Gyro=[-18,62,-11] Temp=24
IMU32G(ID=1) Timestamp=11151 Accel=[60,-39,1016] Gyro=[42,35,-21] Temp=26
BARO07(ID=0) Timestamp=11151 Pressure=88276 Temp=22.25
BARO11(ID=1) Timestamp=11152 Pressure=88349 Temp=22.86
MAG Timestamp=11152 Mag=[0,0,0]
GPS Timestamp=11152 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11153 Accel=[-10,-24,1023] Gyro=[25,-26,7] Temp=24
IMU32G(ID=1) Timestamp=11153 Accel=[59,-41,1014] Gyro=[77,44,-48] Temp=26
BARO07(ID=0) Timestamp=11153 Pressure=88300 Temp=22.26
BARO11(ID=1) Timestamp=11153 Pressure=88359 Temp=22.88
MAG Timestamp=11153 Mag=[0,0,0]
GPS Timestamp=11154 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11170 Accel=[-13,-21,1023] Gyro=[25,-26,-2] Temp=24
BARO07(ID=0) Timestamp=11206 Pressure=88300 Temp=22.26
BARO11(ID=1) Timestamp=11206 Pressure=88355 Temp=22.85
MAG Timestamp=11206 Mag=[0,0,0]
GPS Timestamp=11206 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11207 Accel=[-9,-26,1026] Gyro=[-18,1,59] Temp=24
IMU32G(ID=1) Timestamp=11207 Accel=[59,-38,1017] Gyro=[16,27,5] Temp=26
BARO07(ID=0) Timestamp=11207 Pressure=88286 Temp=22.28
BARO11(ID=1) Timestamp=11207 Pressure=88355 Temp=22.88
MAG Timestamp=11207 Mag=[0,0,0]
GPS Timestamp=11207 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11211 Accel=[-10,-25,1023] Gyro=[95,27,120] Temp=24
IMU32G(ID=1) Timestamp=11211 Accel=[61,-36,1014] Gyro=[-238,-140,66] Temp=26
BARO07(ID=0) Timestamp=11211 Pressure=88302 Temp=22.27
BARO11(ID=1) Timestamp=11211 Pressure=88362 Temp=22.85
MAG Timestamp=11211 Mag=[0,0,0]
GPS Timestamp=11207 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59
9,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11247 Accel=[-10,-24,1024] Gyro=[-10,62,15] Temp=24
IMU32G(ID=1) Timestamp=11247 Accel=[57,-41,1018] Gyro=[-63,18,14] Temp=26
BARO07(ID=0) Timestamp=11247 Pressure=88304 Temp=22.26
BARO11(ID=1) Timestamp=11247 Pressure=88346 Temp=22.85
MAG Timestamp=11247 Mag=[0,0,0]
GPS Timestamp=11247 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11261 Accel=[-8,-23,1028] Gyro=[-18,-26,33] Temp=24
IMU32G(ID=1) Timestamp=11261 Accel=[57,-41,1016] Gyro=[7,27,22] Temp=26
BARO07(ID=0) Timestamp=11261 Pressure=88327 Temp=22.26
BARO11(ID=1) Timestamp=11261 Pressure=88361 Temp=22.84
MAG Timestamp=11261 Mag=[0,0,0]
GPS Timestamp=11262 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,54,,*59

IMU16G(ID=0) Timestamp=11297 Accel=[-9,-25,1028] Gyro=[-18,88,68] Temp=25
IMU32G(ID=1) Timestamp=11297 Accel=[61,-41,1017] Gyro=[-133,-43,5] Temp=26
BARO07(ID=0) Timestamp=11297 Pressure=88305 Temp=22.29
BARO11(ID=1) Timestamp=11297 Pressure=88362 Temp=22.85
MAG Timestamp=11297 Mag=[0,0,0]
GPS Timestamp=11298 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11299 Accel=[-12,-23,1026] Gyro=[-27,27,24] Temp=24
IMU32G(ID=1) Timestamp=11299 Accel=[58,-45,1017] Gyro=[-194,-87,5] Temp=26
BARO07(ID=0) Timestamp=11299 Pressure=88302 Temp=22.27
BARO11(ID=1) Timestamp=11299 Pressure=88352 Temp=22.86
MAG Timestamp=11299 Mag=[0,0,0]
GPS Timestamp=11299 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11316 Accel=[-10,-22,1025] Gyro=[-71,9,-20] Temp=24
IMU32G(ID=1) Timestamp=11316 Accel=[55,-44,1014] Gyro=[16,27,31] Temp=26
BARO11(ID=1) Timestamp=11352 Pressure=88373 Temp=22.86
MAG Timestamp=11352 Mag=[0,0,0]
GPS Timestamp=11352 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11353 Accel=[-10,-24,1025] Gyro=[-10,-26,-11] Temp=24
IMU32G(ID=1) Timestamp=11353 Accel=[56,-39,1017] Gyro=[226,149,-4] Temp=26
BARO07(ID=0) Timestamp=11353 Pressure=88314 Temp=22.29
BARO11(ID=1) Timestamp=11353 Pressure=88361 Temp=22.85
MAG Timestamp=11353 Mag=[0,0,0]
GPS Timestamp=11353 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11358 Accel=[-12,-22,1025] Gyro=[52,53,7] Temp=24
IMU32G(ID=1) Timestamp=11358 Accel=[57,-44,1015] Gyro=[-194,-87,-21] Temp=26
BARO07(ID=0) Timestamp=11359 Pressure=88304 Temp=22.26
BARO11(ID=1) Timestamp=11359 Pressure=88364 Temp=22.85
MAG Timestamp=11359 Mag=[0,0,0]
GPS Timestamp=11359 Chunks=6 Sentence=$GNGGA,12351,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11394 Accel=[-9,-25,1026] Gyro=[-18,18,-28] Temp=24
IMU32G(ID=1) Timestamp=11394 Accel=[57,-43,1016] Gyro=[-19,0,-39] Temp=26
BARO07(ID=0) Timestamp=11394 Pressure=88302 Temp=22.27
BARO11(ID=1) Timestamp=11394 Pressure=88376 Temp=22.86
MAG Timestamp=11394 Mag=[0,0,0]
GPS Timestamp=11394 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11408 Accel=[-10,-22,1027] Gyro=[-1,-8,-11] Temp=24
IMU32G(ID=1) Timestamp=11408 Accel=[58,-44,1014] Gyro=[-19,-35,5] Temp=26
BARO07(ID=0) Timestamp=11408 Pressure=88294 Temp=22.27
BARO11(ID=1) Timestamp=11408 Pressure=88366 Temp=22.86
MAG Timestamp=11408 Mag=[0,0,0]
IMU16G(ID=0) Timestamp=11470 Accel=[-9,-25,1023] Gyro=[52,18,85] Temp=24
IMU32G(ID=1) Timestamp=11470 Accel=[54,-41,1018] Gyro=[-220,-114,14] Temp=26
BARO07(ID=0) Timestamp=11470 Pressure=88290 Temp=22.25
BARO11(ID=1) Timestamp=11470 Pressure=88353 Temp=22.86
MAG Timestamp=11471 Mag=[0,0,0]
GPS Timestamp=11471 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11471 Accel=[-12,-22,1025] Gyro=[95,88,24] Temp=24
IMU32G(ID=1) Timestamp=11471 Accel=[57,-42,1017] Gyro=[42,27,-21] Temp=26
BARO07(ID=0) Timestamp=11471 Pressure=88297 Temp=22.27
BARO11(ID=1) Timestamp=11471 Pressure=88356 Temp=22.85
GPS Timestamp=11471 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11488 Accel=[-9,-22,1025] Gyro=[-88,-8,-55] Temp=24
IMU32G(ID=1) Timestamp=11488 Accel=[57,-39,1017] Gyro=[156,27,-30] Temp=26
BARO07(ID=0) Timestamp=11488 Pressure=88307 Temp=22.25
BARO11(ID=1) Timestamp=11488 Pressure=88368 Temp=22.87
GPS Timestamp=11524 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11525 Accel=[-12,-24,1027] Gyro=[69,-17,-72] Temp=24
IMU32G(ID=1) Timestamp=11525 Accel=[61,-42,1017] Gyro=[-36,9,-83] Temp=26
BARO07(ID=0) Timestamp=11525 Pressure=88279 Temp=22.27
BARO11(ID=1) Timestamp=11525 Pressure=88355 Temp=22.86
MAG Timestamp=11525 Mag=[0,0,0]
GPS Timestamp=11525 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11526 Accel=[-8,-23,1024] Gyro=[-18,-17,-55] Temp=24
IMU32G(ID=1) Timestamp=11526 Accel=[55,-41,1015] Gyro=[-36,-26,-39] Temp=26
BARO07(ID=0) Timestamp=11526 Pressure=88305 Temp=22.27
BARO11(ID=1) Timestamp=11526 Pressure=88356 Temp=22.85
MAG Timestamp=11526 Mag=[0,0,0]
GPS Timestamp=11526 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E5.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11564 Accel=[-13,-24,1023] Gyro=[-71,-43,68] Temp=24
IMU32G(ID=1) Timestamp=11564 Accel=[64,-42,1016] Gyro=[-36,-35,-30] Temp=26
BARO07(ID=0) Timestamp=11564 Pressure=88295 Temp=22.26
BARO11(ID=1) Timestamp=11564 Pressure=88370 Temp=22.88
MAG Timestamp=11564 Mag=[0,0,0]
GPS Timestamp=11564 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11564 Accel=[-10,-25,1028] Gyro=[-53,1,-46] Temp=24
IMU32G(ID=1) Timestamp=11564 Accel=[59,-42,1016] Gyro=[-1,-43,-48] Temp=26
BARO07(ID=0) Timestamp=11565 Pressure=88296 Temp=22.26
BARO11(ID=1) Timestamp=11565 Pressure=88374 Temp=22.86
MAG Timestamp=11565 Mag=[0,0,0]
GPS Timestamp=11565 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11582 Accel=[-7,-20,1024] Gyro=[17,1,-2] Temp=25
BARO07(ID=0) Timestamp=11618 Pressure=88319 Temp=22.27
BARO11(ID=1) Timestamp=11618 Pressure=88371 Temp=22.87
MAG Timestamp=11618 Mag=[0,0,0]
GPS Timestamp=11618 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11619 Accel=[-9,-24,1024] Gyro=[-36,53,24] Temp=24
IMU32G(ID=1) Timestamp=11619 Accel=[56,-42,1014] Gyro=[165,88,-74] Temp=26
BARO07(ID=0) Timestamp=11619 Pressure=88275 Temp=22.25
BARO11(ID=1) Timestamp=11619 Pressure=88342 Temp=22.86
MAG Timestamp=11619 Mag=[0,0,0]
GPS Timestamp=11620 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11620 Accel=[-12,-27,1028] Gyro=[8,71,59] Temp=24
IMU32G(ID=1) Timestamp=11620 Accel=[61,-44,1018] Gyro=[-54,-43,14] Temp=26
BARO07(ID=0) Timestamp=11620 Pressure=88297 Temp=22.27
BARO11(ID=1) Timestamp=11620 Pressure=88370 Temp=22.88
MAG Timestamp=11620 Mag=[0,0,0]
GPS Timestamp=11620 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59
9,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11656 Accel=[-7,-22,1024] Gyro=[-1,36,50] Temp=24
IMU32G(ID=1) Timestamp=11656 Accel=[58,-42,1016] Gyro=[-54,44,22] Temp=26
BARO07(ID=0) Timestamp=11656 Pressure=88294 Temp=22.27
BARO11(ID=1) Timestamp=11657 Pressure=88359 Temp=22.87
MAG Timestamp=11657 Mag=[0,0,0]
GPS Timestamp=11657 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11660 Accel=[-7,-22,1026] Gyro=[87,36,24] Temp=24
IMU32G(ID=1) Timestamp=11660 Accel=[59,-41,1017] Gyro=[-54,-26,31] Temp=26
BARO07(ID=0) Timestamp=11660 Pressure=88310 Temp=22.27
BARO11(ID=1) Timestamp=11660 Pressure=88358 Temp=22.85
MAG Timestamp=11660 Mag=[0,0,0]
GPS Timestamp=11660 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,54,,*59

IMU16G(ID=0) Timestamp=11696 Accel=[-9,-24,1024] Gyro=[43,9,-11] Temp=24
IMU32G(ID=1) Timestamp=11696 Accel=[58,-43,1015] Gyro=[95,53,57] Temp=26
BARO07(ID=0) Timestamp=11696 Pressure=88318 Temp=22.26
BARO11(ID=1) Timestamp=11696 Pressure=88353 Temp=22.85
MAG Timestamp=11696 Mag=[0,0,0]
GPS Timestamp=11696 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11710 Accel=[-10,-22,1027] Gyro=[52,18,7] Temp=24
IMU32G(ID=1) Timestamp=11710 Accel=[58,-43,1013] Gyro=[-115,9,-30] Temp=26
BARO07(ID=0) Timestamp=11710 Pressure=88282 Temp=22.28
BARO11(ID=1) Timestamp=11710 Pressure=88349 Temp=22.86
MAG Timestamp=11710 Mag=[0,0,0]
GPS Timestamp=11711 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11727 Accel=[-5,-22,1025] Gyro=[-10,36,-2] Temp=24
IMU32G(ID=1) Timestamp=11727 Accel=[59,-42,1015] Gyro=[147,27,-39] Temp=26
BARO11(ID=1) Timestamp=11763 Pressure=88360 Temp=22.86
MAG Timestamp=11763 Mag=[0,0,0]
GPS Timestamp=11763 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11764 Accel=[-10,-25,1027] Gyro=[-36,9,33] Temp=24
IMU32G(ID=1) Timestamp=11764 Accel=[62,-45,1015] Gyro=[165,97,-100] Temp=26
BARO07(ID=0) Timestamp=11764 Pressure=88261 Temp=22.27
BARO11(ID=1) Timestamp=11764 Pressure=88354 Temp=22.86
MAG Timestamp=11764 Mag=[0,0,0]
GPS Timestamp=11764 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11765 Accel=[-8,-24,1023] Gyro=[-45,1,-2] Temp=24
IMU32G(ID=1) Timestamp=11765 Accel=[58,-41,1017] Gyro=[139,97,-56] Temp=26
BARO07(ID=0) Timestamp=11765 Pressure=88316 Temp=22.28
BARO11(ID=1) Timestamp=11765 Pressure=88366 Temp=22.87
MAG Timestamp=11765 Mag=[0,0,0]
GPS Timestamp=11765 Chunks=6 Sentence=$GNGGA,12351,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=11801 Accel=[-9,-25,1027] Gyro=[-18,-34,-11] Temp=25
