Rocket launchedPollingTask Timing | elapsed=0 ms dt=0 ms rate=0 Hz
Log data polledPollingTask Timing | elapsed=10948 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10965 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10982 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=10999 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11016 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11033 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11050 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11067 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11084 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11101 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11118 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11135 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11152 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11169 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11186 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11203 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11220 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11237 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11254 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11271 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11288 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11305 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11322 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11339 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11356 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11373 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11390 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11407 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11424 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11441 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11458 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11475 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11492 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11509 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11526 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11543 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11560 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11577 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11594 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11611 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11628 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11645 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11662 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11679 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11696 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11713 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11730 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11747 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11764 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11781 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11798 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11815 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11832 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11849 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11866 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11883 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11900 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11917 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11934 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11951 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11968 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=11985 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12002 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12019 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12036 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12053 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12070 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12087 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12104 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12121 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12138 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12155 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12172 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12189 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12206 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12223 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12240 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12257 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12274 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12291 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12308 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12325 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12342 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12359 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12376 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12393 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12410 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12427 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12444 ms dt=17 ms rate=58 Hz
Log data polledRocket landedPollingTask Timing | elapsed=12461 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12478 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12495 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12512 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12529 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12546 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12563 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12580 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12597 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12614 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12631 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=12648 ms dt=17 ms rate=58 Hz
Log data polled------FLASH DUMP EMPTY------
WHO_AM_I 108

-- CUBE SYSTEM --
System Reset Reason: [TODO]
Current System Free Heap: 46936 Bytes
Lowest Ever Free Heap: 46888 Bytes

FlashTask::Run() - Starting task
FlashTask::InitializeFlash() - Initializing MX66 flash
FlashTask::InitializeFlash() - Status1: 0x40
FlashTask::InitializeFlash() - MX66 ReadID: 0xc2201b
WHO_AM_I 108

-- CUBE SYSTEM --
System Reset Reason: [TODO]
Current System Free Heap: 46936 Bytes
Lowest Ever Free Heap: 46888 Bytes

FlashTask::Run() - Starting task
FlashTask::InitializeFlash() - Initializing MX66 flash
FlashTask::InitializeFlash() - Status1: 0x40
FlashTask::InitializeFlash() - MX66 ReadID: 0xc2201b
------FLASH DUMP EMPTY------
Debug, unknown command: 
Debug, unknown command: laumc
Rocket launchedPollingTask Timing | elapsed=0 ms dt=0 ms rate=0 Hz
Log data polledPollingTask Timing | elapsed=17 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=34 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=51 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=68 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=85 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=102 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=119 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=136 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=153 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=170 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=187 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=204 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=221 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=238 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=255 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=272 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=289 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=306 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=323 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=340 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=357 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=374 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=391 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=408 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=425 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=442 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=459 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=476 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=493 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=510 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=527 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=544 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=561 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=578 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=595 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=612 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=629 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=646 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=663 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=680 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=697 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=714 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=731 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=748 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=765 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=782 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=799 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=816 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=833 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=850 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=867 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=884 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=901 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=918 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=935 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=952 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=969 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=986 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1003 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1020 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1037 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1054 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1071 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1088 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1105 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1122 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1139 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1156 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1173 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1190 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1207 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1224 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1241 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1258 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1275 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1292 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1309 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1326 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1343 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1360 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1377 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1394 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1411 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1428 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1445 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1462 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1479 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1496 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1513 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1530 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1547 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1564 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1581 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1598 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1615 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1632 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1649 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1666 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1683 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1700 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1717 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1734 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1751 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1768 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1785 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1802 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1819 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1836 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1853 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1870 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1887 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1904 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1921 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1938 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1955 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1972 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=1989 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2006 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2023 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2040 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2057 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2074 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2091 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2108 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2125 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2142 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2159 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2176 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2193 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2210 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2227 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2244 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2261 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2278 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2295 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2312 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2329 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2346 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2363 ms dt=17 ms rate=58 Hz
Log data polledRocket landedPollingTask Timing | elapsed=2380 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2397 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2414 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2431 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2448 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2465 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2482 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2499 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2516 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2533 ms dt=17 ms rate=58 Hz
Log data polledPollingTask Timing | elapsed=2550 ms dt=17 ms rate=58 Hz
Log data polled------FLASH DUMP EMPTY------
IMU16G(ID=0) Timestamp=6539 Accel=[7,-13,1033] Gyro=[130,97,-11] Temp=24
IMU32G(ID=1) Timestamp=6539 Accel=[49,-28,1018] Gyro=[-45,105,-39] Temp=26
BARO07(ID=0) Timestamp=6539 Pressure=88303 Temp=22.19
BARO11(ID=1) Timestamp=6539 Pressure=88366 Temp=22.77
MAG Timestamp=6540 Mag=[0,0,0]
GPS Timestamp=6540 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=6556 Accel=[-16,-23,1013] Gyro=[-237,-227,-81] Temp=24
IMU32G(ID=1) Timestamp=6556 Accel=[51,-43,1038] Gyro=[-89,140,-39] Temp=26
BARO07(ID=0) Timestamp=6556 Pressure=88310 Temp=22.20
BARO11(ID=1) Timestamp=6556 Pressure=88356 Temp=22.81
MAG Timestamp=6557 Mag=[0,0,0]
GPS Timestamp=6557 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=6573 Accel=[-28,-32,1011] Gyro=[-27,-104,24] Temp=24
IMU32G(ID=1) Timestamp=6573 Accel=[68,-55,999] Gyro=[209,-26,-4] Temp=26
BARO07(ID=0) Timestamp=6573 Pressure=88277 Temp=22.21
MAG Timestamp=6635 Mag=[0,0,0]
GPS Timestamp=6635 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=6636 Accel=[-10,-26,1014] Gyro=[-71,-78,77] Temp=24
IMU32G(ID=1) Timestamp=6636 Accel=[61,-42,1016] Gyro=[7,-70,-30] Temp=26
BARO07(ID=0) Timestamp=6636 Pressure=88301 Temp=22.22
BARO11(ID=1) Timestamp=6636 Pressure=88352 Temp=22.82
MAG Timestamp=6636 Mag=[0,0,0]
GPS Timestamp=6636 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=6637 Accel=[0,-21,1024] Gyro=[43,1,50] Temp=24
IMU32G(ID=1) Timestamp=6637 Accel=[55,-30,1021] Gyro=[331,289,-21] Temp=26
BARO11(ID=1) Timestamp=6637 Pressure=88359 Temp=22.82
MAG Timestamp=6637 Mag=[0,0,0]
GPS Timestamp=6637 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E5.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=6674 Accel=[-18,-29,1024] Gyro=[-36,-43,-11] Temp=24
IMU32G(ID=1) Timestamp=6674 Accel=[66,-54,1013] Gyro=[-185,53,-4] Temp=26
BARO07(ID=0) Timestamp=6674 Pressure=88305 Temp=22.19
BARO11(ID=1) Timestamp=6674 Pressure=88350 Temp=22.81
MAG Timestamp=6674 Mag=[0,0,0]
GPS Timestamp=6674 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=6674 Accel=[-3,-25,1030] Gyro=[60,-8,33] Temp=24
IMU32G(ID=1) Timestamp=6674 Accel=[62,-35,1018] Gyro=[51,70,31] Temp=26
BARO07(ID=0) Timestamp=6674 Pressure=88305 Temp=22.22
BARO11(ID=1) Timestamp=6674 Pressure=88364 Temp=22.84
MAG Timestamp=6675 Mag=[0,0,0]
GPS Timestamp=6675 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=6692 Accel=[0,-19,1023] Gyro=[34,-17,7] Temp=24
BARO07(ID=0) Timestamp=6728 Pressure=88290 Temp=22.21
BARO11(ID=1) Timestamp=6728 Pressure=88355 Temp=22.81
MAG Timestamp=6728 Mag=[0,0,0]
GPS Timestamp=6728 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=6729 Accel=[-15,-20,1025] Gyro=[60,53,50] Temp=24
IMU32G(ID=1) Timestamp=6729 Accel=[54,-45,1012] Gyro=[130,35,-74] Temp=26
BARO07(ID=0) Timestamp=6729 Pressure=88316 Temp=22.23
BARO11(ID=1) Timestamp=6729 Pressure=88366 Temp=22.84
MAG Timestamp=6729 Mag=[0,0,0]
GPS Timestamp=6730 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=6730 Accel=[-20,-27,1024] Gyro=[60,44,7] Temp=24
IMU32G(ID=1) Timestamp=6730 Accel=[59,-50,1015] Gyro=[235,97,-100] Temp=26
BARO07(ID=0) Timestamp=6730 Pressure=88276 Temp=22.23
BARO11(ID=1) Timestamp=6730 Pressure=88357 Temp=22.83
MAG Timestamp=6730 Mag=[0,0,0]
GPS Timestamp=6730 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59
9,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=6767 Accel=[-7,-30,1028] Gyro=[52,18,15] Temp=24
IMU32G(ID=1) Timestamp=6767 Accel=[61,-38,1016] Gyro=[182,97,-21] Temp=26
BARO07(ID=0) Timestamp=6767 Pressure=88318 Temp=22.24
BARO11(ID=1) Timestamp=6767 Pressure=88365 Temp=22.85
MAG Timestamp=6767 Mag=[0,0,0]
GPS Timestamp=6767 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=6767 Accel=[-3,-20,1025] Gyro=[52,18,24] Temp=24
IMU32G(ID=1) Timestamp=6767 Accel=[55,-31,1017] Gyro=[112,105,-30] Temp=26
BARO07(ID=0) Timestamp=6768 Pressure=88286 Temp=22.24
BARO11(ID=1) Timestamp=6768 Pressure=88352 Temp=22.83
MAG Timestamp=6768 Mag=[0,0,0]
GPS Timestamp=6768 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,54,,*59

IMU16G(ID=0) Timestamp=6805 Accel=[-12,-19,1023] Gyro=[25,36,24] Temp=24
IMU32G(ID=1) Timestamp=6805 Accel=[52,-44,1013] Gyro=[-54,-26,-48] Temp=26
BARO07(ID=0) Timestamp=6805 Pressure=88320 Temp=22.23
BARO11(ID=1) Timestamp=6805 Pressure=88356 Temp=22.87
MAG Timestamp=6805 Mag=[0,0,0]
GPS Timestamp=6805 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

